client_id,snapshot_id,seq_num,server_timestamp,recv_time,latency_ms,jitter_ms,bandwidth_per_client_kbps
3,1085,1085,1765135022334,1765135021410,-924,21.0,35.84
3,1095,1095,1765135022842,1765135021892,-950,1.0,35.84
3,1105,1105,1765135023351,1765135022408,-943,4.0,35.84
3,1115,1115,1765135023859,1765135022924,-935,8.0,35.84
3,1125,1125,1765135024367,1765135023418,-949,2.0,34.048
3,1135,1135,1765135024875,1765135023925,-950,1.0,34.048
3,1145,1145,1765135025384,1765135024437,-947,0.0,35.84
3,1155,1155,1765135025892,1765135024943,-949,3.0,35.84
3,1165,1165,1765135026400,1765135025449,-951,1.0,35.84
3,1175,1175,1765135026907,1765135025965,-942,9.0,35.84
3,1185,1185,1765135027416,1765135026479,-937,1.0,34.048
3,1195,1195,1765135027926,1765135026977,-949,2.0,34.048
3,1205,1205,1765135028435,1765135027487,-948,1.0,35.84
3,1215,1215,1765135028944,1765135027997,-947,4.0,35.84
3,1225,1225,1765135029454,1765135028531,-923,25.0,35.84
3,1235,1235,1765135029963,1765135029013,-950,3.0,34.048
3,1245,1245,1765135030472,1765135029531,-941,7.0,34.048
3,1255,1255,1765135030981,1765135030031,-950,1.0,35.84
3,1265,1265,1765135031490,1765135030539,-951,0.0,35.84
3,1275,1275,1765135032001,1765135031051,-950,29.0,34.048
3,1285,1285,1765135032509,1765135031559,-950,7.0,34.048
3,1295,1295,1765135033018,1765135032071,-947,3.0,35.84
3,1305,1305,1765135033528,1765135032580,-948,3.0,35.84
3,1315,1315,1765135034039,1765135033088,-951,1.0,35.84
3,1325,1325,1765135034549,1765135033627,-922,28.0,35.84
3,1335,1335,1765135035058,1765135034108,-950,2.0,34.048
3,1345,1345,1765135035566,1765135034618,-948,19.0,34.048
3,1355,1355,1765135036077,1765135035132,-945,5.0,35.84
3,1365,1365,1765135036586,1765135035639,-947,2.0,35.84
3,1375,1375,1765135037095,1765135036148,-947,1.0,35.84
3,1385,1385,1765135037603,1765135036655,-948,16.0,35.84
3,1395,1395,1765135038114,1765135037167,-947,4.0,34.048
3,1405,1405,1765135038624,1765135037678,-946,1.0,34.048
3,1415,1415,1765135039132,1765135038189,-943,4.0,35.84
3,1425,1425,1765135039640,1765135038695,-945,5.0,35.84
3,1435,1435,1765135040150,1765135039207,-943,20.0,34.048
3,1445,1445,1765135040658,1765135039707,-951,3.0,34.048
3,1455,1455,1765135041166,1765135040238,-928,22.0,35.84
3,1465,1465,1765135041674,1765135040723,-951,3.0,35.84
3,1475,1475,1765135042181,1765135041234,-947,5.0,35.84
3,1485,1485,1765135042689,1765135041763,-926,38.0,35.84
3,1495,1495,1765135043197,1765135042247,-950,1.0,35.84
3,1505,1505,1765135043706,1765135042787,-919,34.0,35.84
3,1515,1515,1765135044216,1765135043267,-949,4.0,34.048
3,1525,1525,1765135044724,1765135043774,-950,0.0,34.048
3,1535,1535,1765135045233,1765135044281,-952,0.0,35.84
3,1545,1545,1765135045740,1765135044790,-950,0.0,35.84
3,1555,1555,1765135046252,1765135045342,-910,39.0,34.048
3,1565,1565,1765135046761,1765135045812,-949,1.0,34.048
3,1575,1575,1765135047271,1765135046326,-945,4.0,35.84
3,1585,1585,1765135047779,1765135046851,-928,18.0,35.84
3,1595,1595,1765135048290,1765135047339,-951,3.0,35.84
3,1605,1605,1765135048799,1765135047852,-947,5.0,35.84
3,1615,1615,1765135049308,1765135048359,-949,6.0,34.048
3,1625,1625,1765135049817,1765135048871,-946,0.0,34.048
3,1635,1635,1765135050325,1765135049388,-937,10.0,35.84
3,1645,1645,1765135050834,1765135049892,-942,9.0,35.84
3,1655,1655,1765135051341,1765135050394,-947,2.0,35.84
3,1665,1665,1765135051850,1765135050899,-951,0.0,35.84
3,1675,1675,1765135052359,1765135051410,-949,1.0,34.048
3,1685,1685,1765135052868,1765135051918,-950,4.0,34.048
3,1695,1695,1765135053380,1765135052431,-949,1.0,35.84
3,1705,1705,1765135053887,1765135052936,-951,6.0,35.84
3,1715,1715,1765135054400,1765135053459,-941,10.0,35.84
3,1725,1725,1765135054910,1765135053959,-951,3.0,35.84
3,1735,1735,1765135055419,1765135054470,-949,11.0,34.048
3,1745,1745,1765135055928,1765135054988,-940,7.0,34.048
3,1755,1755,1765135056437,1765135055488,-949,1.0,35.84
3,1765,1765,1765135056945,1765135055996,-949,5.0,35.84
3,1775,1775,1765135057454,1765135056507,-947,1.0,35.84
3,1785,1785,1765135057961,1765135057032,-929,18.0,34.048
3,1795,1795,1765135058470,1765135057522,-948,2.0,34.048
3,1805,1805,1765135058979,1765135058028,-951,1.0,35.84
3,1815,1815,1765135059487,1765135058538,-949,2.0,35.84
3,1825,1825,1765135059995,1765135059052,-943,6.0,35.84
3,1835,1835,1765135060503,1765135059553,-950,0.0,35.84
3,1845,1845,1765135061018,1765135060073,-945,2.0,34.048
3,1855,1855,1765135061527,1765135060577,-950,1.0,34.048
3,1865,1865,1765135062035,1765135061084,-951,1.0,35.84
3,1875,1875,1765135062542,1765135061590,-952,1.0,35.84
3,1885,1885,1765135063052,1765135062138,-914,38.0,34.048
3,1895,1895,1765135063563,1765135062611,-952,0.0,34.048
3,1905,1905,1765135064072,1765135063122,-950,2.0,35.84
3,1915,1915,1765135064587,1765135063636,-951,1.0,35.84
3,1925,1925,1765135065096,1765135064156,-940,10.0,35.84
3,1935,1935,1765135065608,1765135064657,-951,2.0,35.84
3,1945,1945,1765135066117,1765135065171,-946,0.0,34.048
3,1955,1955,1765135066625,1765135065676,-949,0.0,34.048
3,1965,1965,1765135067137,1765135066186,-951,8.0,35.84
3,1975,1975,1765135067649,1765135066703,-946,8.0,35.84
3,1985,1985,1765135068159,1765135067232,-927,14.0,34.048
3,1995,1995,1765135068667,1765135067717,-950,1.0,34.048
3,2005,2005,1765135069176,1765135068229,-947,5.0,35.84
3,2015,2015,1765135069685,1765135068735,-950,2.0,35.84
3,2025,2025,1765135070194,1765135069246,-948,5.0,35.84
3,2035,2035,1765135070702,1765135069751,-951,2.0,35.84
3,2045,2045,1765135071211,1765135070261,-950,5.0,34.048
3,2055,2055,1765135071718,1765135070767,-951,1.0,34.048
3,2065,2065,1765135072229,1765135071287,-942,10.0,35.84
3,2075,2075,1765135072739,1765135071788,-951,1.0,35.84
