DeviceID,SeqNum,Timestamp,ArrivalTime,MsgType,Message,Delay
1001,259,1762308248,1762308248.4522316,1,temp=21.13,0.45223164558410645
1001,260,1762308249,1762308249.4542184,1,temp=29.66,0.45421838760375977
1001,261,1762308250,1762308250.455076,1,temp=29.8,0.4550759792327881
1001,262,1762308251,1762308251.4571235,1,temp=29.0,0.4571235179901123
1001,263,1762308252,1762308252.4577885,1,temp=24.09,0.45778846740722656
1001,264,1762308253,1762308253.4590566,1,temp=21.68,0.4590566158294678
1001,265,1762308254,1762308254.4598765,1,temp=28.94,0.45987653732299805
1001,266,1762308255,1762308255.460725,1,temp=28.98,0.4607250690460205
1001,267,1762308256,1762308256.461258,1,temp=29.99,0.4612579345703125
1001,268,1762308257,1762308257.4622912,1,temp=22.39,0.46229124069213867
1001,269,1762308258,1762308258.4639726,1,temp=23.7,0.4639725685119629
1001,270,1762308259,1762308259.4647424,1,temp=22.53,0.46474242210388184
1001,271,1762308260,1762308260.4654894,1,temp=25.17,0.46548938751220703
1001,272,1762308261,1762308261.4663808,1,temp=20.68,0.4663808345794678
1001,273,1762308262,1762308262.46725,1,temp=24.67,0.46725010871887207
1001,274,1762308263,1762308263.4687319,1,temp=28.06,0.4687318801879883
1001,275,1762308264,1762308264.4700012,1,temp=28.1,0.470001220703125
1001,276,1762308265,1762308265.471543,1,temp=23.97,0.4715430736541748
1001,277,1762308266,1762308266.4724557,1,temp=22.47,0.4724557399749756
1001,278,1762308267,1762308267.475444,1,temp=27.79,0.47544407844543457
1001,279,1762308268,1762308268.4758356,1,temp=24.87,0.47583556175231934
1001,280,1762308269,1762308269.476933,1,temp=22.17,0.47693300247192383
1001,281,1762308270,1762308270.4777467,1,temp=20.49,0.47774672508239746
1001,282,1762308271,1762308271.478517,1,temp=22.38,0.4785170555114746
1001,283,1762308272,1762308272.4793174,1,temp=24.48,0.47931742668151855
1001,284,1762308273,1762308273.4802434,1,temp=25.16,0.480243444442749
1001,285,1762308274,1762308274.4808488,1,temp=26.69,0.4808487892150879
1001,286,1762308275,1762308275.4823353,1,temp=22.49,0.48233532905578613
1001,287,1762308276,1762308276.4827106,1,temp=24.26,0.482710599899292
1001,288,1762308277,1762308277.4833317,1,temp=28.16,0.48333168029785156
1001,289,1762308278,1762308278.4848466,1,temp=26.64,0.4848465919494629
1001,290,1762308279,1762308279.4858844,1,temp=27.67,0.485884428024292
1001,291,1762308280,1762308280.486512,1,temp=21.33,0.4865119457244873
1001,292,1762308281,1762308281.4876945,1,temp=25.34,0.48769450187683105
1001,293,1762308282,1762308282.4888256,1,temp=28.24,0.48882555961608887
1001,294,1762308283,1762308283.4894872,1,temp=23.32,0.4894871711730957
1001,295,1762308284,1762308284.4902759,1,temp=25.24,0.49027585983276367
1001,296,1762308285,1762308285.4929798,1,temp=21.5,0.4929797649383545
1001,297,1762308286,1762308286.4936256,1,temp=27.27,0.4936256408691406
1001,298,1762308287,1762308287.4942298,1,temp=26.79,0.494229793548584
1001,299,1762308288,1762308288.495396,1,temp=25.47,0.4953958988189697
1001,300,1762308289,1762308289.4965975,1,temp=25.61,0.4965975284576416
1001,301,1762308290,1762308290.4969912,1,temp=22.76,0.4969911575317383
1001,302,1762308291,1762308291.4987705,1,temp=21.85,0.49877047538757324
1001,303,1762308292,1762308292.4992146,1,temp=26.25,0.49921464920043945
