device_id,seq,timestamp,arrival_time,duplicate_flag,gap_flag,payload_size,is_batch,mode
1011,74,4129182659,1765065774019,0,0,29,1,unknown
1011,75,4129183659,1765065775019,0,0,29,1,unknown
1011,76,4129184660,1765065776020,0,0,28,1,unknown
1011,77,4129185660,1765065777021,0,0,28,1,unknown
1011,79,4129186661,1765065778021,0,0,29,1,unknown
1011,80,4129187661,1765065779022,0,0,28,1,unknown
1011,81,4129188662,1765065780022,0,0,29,1,unknown
1011,82,4129189663,1765065781023,0,0,29,1,unknown
1011,83,4129190675,1765065782036,0,0,29,1,unknown
1011,84,4129191699,1765065783059,0,0,29,1,unknown
1011,86,4129192708,1765065784069,0,0,27,1,unknown
1011,87,4129193724,1765065785084,0,0,28,1,unknown
1011,88,4129194733,1765065786093,0,0,28,1,unknown
1011,89,4129195743,1765065787103,0,0,29,1,unknown
1011,90,4129196751,1765065788111,0,0,29,1,unknown
1011,91,4129197757,1765065789117,0,0,28,1,unknown
1011,93,4129198759,1765065790119,0,0,29,1,unknown
1011,94,4129199762,1765065791122,0,0,29,1,unknown
1011,95,4129200763,1765065792123,0,0,29,1,unknown
1011,96,4129201764,1765065793124,0,0,29,1,unknown
1011,97,4129202764,1765065794124,0,0,29,1,unknown
1011,98,4129203765,1765065795125,0,0,28,1,unknown
1011,100,4129204766,1765065796126,0,0,28,1,unknown
1011,101,4129205766,1765065797127,0,0,28,1,unknown
1011,102,4129206767,1765065798127,0,0,28,1,unknown
1011,103,4129207767,1765065799128,0,0,29,1,unknown
1011,104,4129208768,1765065800128,0,0,29,1,unknown
1011,105,4129209768,1765065801129,0,0,29,1,unknown
1011,107,4129210769,1765065802129,0,0,29,1,unknown
1011,108,4129211769,1765065803129,0,0,28,1,unknown
1011,109,4129212769,1765065804130,0,0,28,1,unknown
1011,110,4129213770,1765065805130,0,0,29,1,unknown
1011,111,4129214770,1765065806131,0,0,28,1,unknown
1011,112,4129215771,1765065807132,0,0,29,1,unknown
1011,114,4129216772,1765065808132,0,0,27,1,unknown
1011,115,4129217773,1765065809133,0,0,29,1,unknown
1011,116,4129218773,1765065810133,0,0,29,1,unknown
1011,117,4129219773,1765065811134,0,0,29,1,unknown
1011,118,4129220774,1765065812134,0,0,28,1,unknown
1011,119,4129221774,1765065813135,0,0,28,1,unknown
1011,121,4129222782,1765065814143,0,0,27,1,unknown
1011,122,4129223789,1765065815150,0,0,28,1,unknown
1011,123,4129224794,1765065816154,0,0,29,1,unknown
1011,124,4129225798,1765065817158,0,0,28,1,unknown
1011,125,4129226801,1765065818161,0,0,29,1,unknown
1011,126,4129227803,1765065819164,0,0,28,1,unknown
1011,128,4129228806,1765065820166,0,0,29,1,unknown
1011,129,4129229807,1765065821168,0,0,29,1,unknown
1011,130,4129230809,1765065822169,0,0,29,1,unknown
1011,131,4129231810,1765065823171,0,0,29,1,unknown
1011,132,4129232811,1765065824171,0,0,29,1,unknown
1011,133,4129233811,1765065825172,0,0,29,1,unknown
1011,135,4129234812,1765065826172,0,0,29,1,unknown
1011,136,4129235813,1765065827173,0,0,29,1,unknown
1011,137,4129236813,1765065828174,0,0,29,1,unknown
1011,138,4129237814,1765065829174,0,0,29,1,unknown
1011,139,4129238815,1765065830175,0,0,27,1,unknown
1011,140,4129239815,1765065831175,0,0,29,1,unknown
1011,142,4129240816,1765065832176,0,0,28,1,unknown
1011,143,4129241816,1765065833177,0,0,29,1,unknown
1011,144,4129242817,1765065834177,0,0,29,1,unknown
1011,145,4129243817,1765065835178,0,0,27,1,unknown
1011,146,4129244818,1765065836179,0,0,29,1,unknown
1011,147,4129245819,1765065837179,0,0,29,1,unknown
1011,149,4129246820,1765065838180,0,0,28,1,unknown
1011,150,4129247820,1765065839181,0,0,29,1,unknown
1011,151,4129248821,1765065840181,0,0,29,1,unknown
1011,152,4129249821,1765065841182,0,0,29,1,unknown
1011,153,4129250822,1765065842182,0,0,29,1,unknown
1011,154,4129251822,1765065843183,0,0,28,1,unknown
1011,156,4129252823,1765065844184,0,0,29,1,unknown
1011,157,4129253824,1765065845184,0,0,29,1,unknown
1011,158,4129254829,1765065846190,0,0,28,1,unknown
1011,159,4129255833,1765065847193,0,0,29,1,unknown
1011,160,4129256835,1765065848195,0,0,29,1,unknown
1011,161,4129257838,1765065849198,0,0,27,1,unknown
1011,163,4129258840,1765065850201,0,0,29,1,unknown
1011,164,4129259843,1765065851203,0,0,29,1,unknown
1011,165,4129260844,1765065852205,0,0,29,1,unknown
1011,166,4129261846,1765065853207,0,0,28,1,unknown
1011,167,4129262847,1765065854208,0,0,28,1,unknown
1011,168,4129263848,1765065855208,0,0,29,1,unknown
1011,170,4129264849,1765065856209,0,0,28,1,unknown
1011,171,4129265849,1765065857210,0,0,29,1,unknown
1011,172,4129266850,1765065858211,0,0,27,1,unknown
1011,173,4129267851,1765065859211,0,0,28,1,unknown
1011,174,4129268851,1765065860211,0,0,28,1,unknown
1011,175,4129269851,1765065861212,0,0,29,1,unknown
1011,177,4129270852,1765065862212,0,0,29,1,unknown
1011,178,4129271852,1765065863212,0,0,29,1,unknown
1011,179,4129272853,1765065864213,0,0,29,1,unknown
1011,180,4129273853,1765065865213,0,0,28,1,unknown
1011,181,4129274854,1765065866214,0,0,29,1,unknown
1011,182,4129275854,1765065867214,0,0,29,1,unknown
1011,184,4129276854,1765065868215,0,0,28,1,unknown
1011,185,4129277855,1765065869215,0,0,28,1,unknown
1011,186,4129278855,1765065870215,0,0,29,1,unknown
1011,187,4129279855,1765065871215,0,0,29,1,unknown
1011,188,4129280856,1765065872216,0,0,29,1,unknown
1011,189,4129281856,1765065873216,0,0,28,1,unknown
1011,191,4129282856,1765065874216,0,0,28,1,unknown
1011,192,4129283856,1765065875217,0,0,29,1,unknown
1011,193,4129284857,1765065876217,0,0,29,1,unknown
1011,194,4129285857,1765065877217,0,0,27,1,unknown
1011,195,4129286860,1765065878220,0,0,27,1,unknown
1011,196,4129287863,1765065879223,0,0,29,1,unknown
1011,198,4129288864,1765065880224,0,0,28,1,unknown
1011,199,4129289865,1765065881225,0,0,29,1,unknown
1011,200,4129290865,1765065882226,0,0,29,1,unknown
1011,201,4129291866,1765065883226,0,0,29,1,unknown
1011,202,4129292876,1765065884236,0,0,29,1,unknown
1011,203,4129293879,1765065885239,0,0,28,1,unknown
1011,205,4129294884,1765065886244,0,0,28,1,unknown
1011,206,4129295888,1765065887248,0,0,28,1,unknown
1011,207,4129296890,1765065888251,0,0,29,1,unknown
1011,208,4129297892,1765065889252,0,0,29,1,unknown
1011,209,4129298892,1765065890253,0,0,29,1,unknown
1011,210,4129299894,1765065891254,0,0,29,1,unknown
1011,212,4129300894,1765065892255,0,0,28,1,unknown
1011,213,4129301895,1765065893255,0,0,29,1,unknown
1011,214,4129302896,1765065894256,0,0,29,1,unknown
1011,215,4129303896,1765065895256,0,0,29,1,unknown
1011,216,4129304896,1765065896257,0,0,28,1,unknown
1011,217,4129305897,1765065897257,0,0,29,1,unknown
1011,219,4129306897,1765065898258,0,0,29,1,unknown
1011,220,4129307898,1765065899259,0,0,29,1,unknown
1011,221,4129308899,1765065900260,0,0,29,1,unknown
1011,222,4129309900,1765065901260,0,0,27,1,unknown
1011,223,4129310900,1765065902260,0,0,29,1,unknown
1011,224,4129311901,1765065903261,0,0,29,1,unknown
1011,226,4129312901,1765065904262,0,0,27,1,unknown
1011,227,4129313902,1765065905262,0,0,29,1,unknown
1011,228,4129314902,1765065906263,0,0,29,1,unknown
1011,229,4129315903,1765065907263,0,0,28,1,unknown
1011,230,4129316904,1765065908264,0,0,28,1,unknown
1011,231,4129317904,1765065909265,0,0,29,1,unknown
1011,233,4129318908,1765065910268,0,0,28,1,unknown
1011,234,4129319932,1765065911292,0,0,29,1,unknown
1011,235,4129320951,1765065912311,0,0,29,1,unknown
1011,236,4129321966,1765065913326,0,0,29,1,unknown
1011,237,4129322978,1765065914339,0,0,28,1,unknown
1011,238,4129323989,1765065915349,0,0,28,1,unknown
1011,240,4129324991,1765065916351,0,0,28,1,unknown
1011,241,4129325997,1765065917357,0,0,27,1,unknown
1011,242,4129327001,1765065918362,0,0,28,1,unknown
1011,243,4129328004,1765065919365,0,0,28,1,unknown
1011,244,4129329006,1765065920367,0,0,29,1,unknown
1011,245,4129330007,1765065921368,0,0,29,1,unknown
1011,247,4129331008,1765065922368,0,0,28,1,unknown
1011,248,4129332008,1765065923369,0,0,27,1,unknown
1011,249,4129333009,1765065924369,0,0,29,1,unknown
1011,250,4129334009,1765065925370,0,0,29,1,unknown
1011,251,4129335010,1765065926370,0,0,29,1,unknown
1011,252,4129336011,1765065927371,0,0,28,1,unknown
1011,254,4129337012,1765065928372,0,0,29,1,unknown
1011,255,4129338012,1765065929373,0,0,29,1,unknown
1011,256,4129339013,1765065930373,0,0,29,1,unknown
1011,257,4129340013,1765065931374,0,0,29,1,unknown
1011,258,4129341014,1765065932375,0,0,29,1,unknown
1011,259,4129342015,1765065933375,0,0,29,1,unknown
1011,261,4129343015,1765065934376,0,0,29,1,unknown
1011,262,4129344016,1765065935377,0,0,28,1,unknown
1011,263,4129345017,1765065936377,0,0,29,1,unknown
1011,264,4129346018,1765065937378,0,0,29,1,unknown
1011,265,4129347018,1765065938379,0,0,29,1,unknown
1011,266,4129348019,1765065939379,0,0,29,1,unknown
1011,268,4129349019,1765065940380,0,0,29,1,unknown
1011,269,4129350020,1765065941380,0,0,29,1,unknown
1011,270,4129351024,1765065942384,0,0,28,1,unknown
1011,271,4129352047,1765065943407,0,0,29,1,unknown
1011,272,4129353048,1765065944409,0,0,29,1,unknown
1011,273,4129354064,1765065945424,0,0,28,1,unknown
1011,275,4129355072,1765065946433,0,0,29,1,unknown
1011,276,4129356074,1765065947434,0,0,29,1,unknown
1011,277,4129357075,1765065948435,0,0,28,1,unknown
1011,278,4129358076,1765065949436,0,0,28,1,unknown
1011,279,4129359081,1765065950441,0,0,29,1,unknown
1011,280,4129360085,1765065951445,0,0,27,1,unknown
1011,282,4129361085,1765065952446,0,0,29,1,unknown
1011,283,4129362086,1765065953447,0,0,28,1,unknown
1011,284,4129363087,1765065954447,0,0,28,1,unknown
1011,285,4129364087,1765065955448,0,0,29,1,unknown
1011,286,4129365088,1765065956448,0,0,29,1,unknown
1011,287,4129366088,1765065957448,0,0,27,1,unknown
1011,289,4129367088,1765065958449,0,0,29,1,unknown
1011,290,4129368089,1765065959449,0,0,29,1,unknown
1011,291,4129369089,1765065960449,0,0,29,1,unknown
1011,292,4129370089,1765065961449,0,0,29,1,unknown
1011,293,4129371090,1765065962450,0,0,29,1,unknown
1011,294,4129372090,1765065963450,0,0,28,1,unknown
1011,296,4129373090,1765065964451,0,0,28,1,unknown
1011,297,4129374091,1765065965451,0,0,29,1,unknown
1011,298,4129375091,1765065966452,0,0,27,1,unknown
1011,299,4129376092,1765065967453,0,0,28,1,unknown
1011,300,4129377093,1765065968453,0,0,28,1,unknown
1011,301,4129378093,1765065969453,0,0,29,1,unknown
1011,303,4129379094,1765065970454,0,0,29,1,unknown
1011,304,4129380094,1765065971454,0,0,29,1,unknown
1011,305,4129381095,1765065972455,0,0,27,1,unknown
1011,306,4129382095,1765065973456,0,0,29,1,unknown
1011,307,4129383105,1765065974466,0,0,29,1,unknown
1011,308,4129384130,1765065975491,0,0,29,1,unknown
1011,310,4129385147,1765065976508,0,0,29,1,unknown
1011,311,4129386149,1765065977510,0,0,29,1,unknown
1011,312,4129387153,1765065978513,0,0,28,1,unknown
1011,313,4129388164,1765065979524,0,0,28,1,unknown
1011,314,4129389173,1765065980533,0,0,28,1,unknown
1011,315,4129390174,1765065981535,0,0,27,1,unknown
1011,317,4129391180,1765065982540,0,0,29,1,unknown
1011,318,4129392183,1765065983543,0,0,29,1,unknown
1011,319,4129393184,1765065984544,0,0,28,1,unknown
1011,320,4129394184,1765065985545,0,0,29,1,unknown
1011,321,4129395185,1765065986545,0,0,29,1,unknown
1011,322,4129396186,1765065987546,0,0,29,1,unknown
1011,324,4129397186,1765065988547,0,0,29,1,unknown
1011,325,4129398187,1765065989547,0,0,29,1,unknown
1011,326,4129399187,1765065990548,0,0,29,1,unknown
1011,327,4129400188,1765065991548,0,0,29,1,unknown
1011,328,4129401188,1765065992548,0,0,28,1,unknown
1011,329,4129402189,1765065993549,0,0,29,1,unknown
1011,331,4129403189,1765065994550,0,0,29,1,unknown
1011,332,4129404190,1765065995550,0,0,29,1,unknown
1011,333,4129405190,1765065996550,0,0,28,1,unknown
1011,334,4129406191,1765065997551,0,0,29,1,unknown
1011,335,4129407191,1765065998552,0,0,29,1,unknown
1011,336,4129408192,1765065999552,0,0,29,1,unknown
1011,338,4129409192,1765066000553,0,0,28,1,unknown
1011,339,4129410193,1765066001553,0,0,28,1,unknown
1011,340,4129411194,1765066002554,0,0,28,1,unknown
1011,341,4129412194,1765066003555,0,0,29,1,unknown
1011,342,4129413195,1765066004556,0,0,28,1,unknown
1011,343,4129414196,1765066005556,0,0,29,1,unknown
1011,345,4129415196,1765066006557,0,0,29,1,unknown
1011,346,4129416205,1765066007566,0,0,26,1,unknown
1011,347,4129417227,1765066008587,0,0,29,1,unknown
1011,348,4129418231,1765066009591,0,0,28,1,unknown
1011,349,4129419246,1765066010607,0,0,29,1,unknown
1011,350,4129420260,1765066011621,0,0,29,1,unknown
1011,352,4129421272,1765066012632,0,0,29,1,unknown
1011,353,4129422274,1765066013634,0,0,29,1,unknown
1011,354,4129423279,1765066014639,0,0,29,1,unknown
